dataset_id,premise,positive_hypothesis,negative_hypothesis,correct_polarity
217093,"Inovace. Inovace je však často vnímána také jako aplikace lepších řešení, která splňují nové požadavky, neartikulované potřeby nebo stávající potřeby trhu. Pojem ""inovace"" lze definovat jako něco originálního, efektivnějšího a v důsledku toho nového, co ""pronikne"" na trh nebo do společnosti. Zatímco za inovaci se často označuje nové zařízení, v ekonomii, manažerské vědě a dalších oblastech praxe a analýzy se inovace obecně považuje za výsledek procesu, který spojuje různé nové myšlenky tak, aby ovlivnily společnost.","Na inovaci se často pohlíží také jako na uplatnění způsobu, jak obejít nové požadavky.","Na inovaci se často nepohlížejí také jako na uplatnění způsobu, jak obejít nové požadavky.",N
146030,"Sabbir Khan je indický filmový režisér a scenárista. V roce 2009 debutoval jako režisér filmem Kambakkht Ishq (2009), ve kterém si zahráli Akshay Kumar a Kareena Kapoor. Sabbirův druhý film Heropanti s Tigerem Shroffem a Kriti Sanon v hlavních rolích měl premiéru 23. května 2014.",Sabbir Khan režíroval nula filmů.,Sabbir Khan nerežíroval nula filmů.,N
180697,"Ivan Simon Cary Elwes ([ˈɛlwɪs] narozen 26. října 1962), profesně známý jako Cary Elwes, je anglický herec a spisovatel.",Cary Elwes je anglicky.,Cary Elwes není anglicky.,P
222171,Rehab (píseň Amy Winehouse). Získala také cenu Ivor Novello Award za nejlepší současnou píseň.,V roce 2011 byla píseň Rehab oceněna jako nejlepší současná píseň.,V roce 2011 nebyla píseň Rehab oceněna jako nejlepší současná píseň.,N
194882,"Rebel v žitě je americký životopisný dramatický film z roku 2017, jehož režisérem a scenáristou je Danny Strong.",Rebel v žitě byl vytvořen scénáristou.,Rebel v žitě nebyl vytvořen scénáristou.,P
207669,"Andrew Carnegie. Jeho článek z roku 1889 hlásající ""Evangelium bohatství"" vyzval bohaté, aby využili své bohatství ke zlepšení společnosti, a podnítil vlnu filantropie. ""Bohatství"", známější pod názvem ""Evangelium bohatství"", je článek Andrewa Carnegieho z června 1889, který popisuje odpovědnost za filantropii nové vyšší třídy self-made boháčů.","Andrew Carnegie má článek z roku 1889, který hlásá ,,Evangelium bohatství"".","Andrew Carnegie nemá článek z roku 1889, který hlásá ,,Evangelium bohatství"".",P
22409,"Faye Denise Resnick (narozena 3. července 1957) je americká televizní osobnost, autorka a návrhářka interiérů.",Faye Resnicková je návrhářka interiérů.,Faye Resnicková není návrhářka interiérů.,P
61838,"John S. McCain Jr.. McCain vyrostl ve Washingtonu a v roce 1931 absolvoval Námořní akademii USA, po jejímž absolvování vstoupil do služby u ponorek.",John S. McCain Jr. chodil do školy.,John S. McCain Jr. nechodil do školy.,P
178214,"Move (píseň od Little Mix). Byla vydána jako hlavní singl z jejich druhého studiového alba Salute (2013). Singl byl poprvé odvysílán ve Spojeném království 23. září 2013 a k digitálnímu stažení byl uvolněn 3. listopadu 2013, týden před vydáním alba Salute v této zemi.",Skladba Move (Little Mix) vyšla na albu s názvem Salute.,Skladba Move (Little Mix) nevyšla na albu s názvem Salute.,P
183496,"Estelle Gettyová (rozená Scherová; známá také jako Estelle Gettlemanová; 25. července 1923 - 22. července 2008) byla americká herečka a komička, která vystupovala ve filmu, televizi a divadle. Nejvíce se proslavila rolí Sophie Petrillo v seriálu Zlatá děvčata v letech 1985-1992, za kterou získala cenu Emmy a Zlatý glóbus, v seriálu Zlatý palác v letech 1992-1993 a v seriálu Prázdné hnízdo v letech 1993-1995.",Estelle Getty byla umělkyně.,Estelle Getty nebyla umělkyně.,P
145474,"Chemická sloučenina (nebo jen sloučenina, pokud se používá v kontextu chemie) je útvar sestávající ze dvou nebo více atomů, nejméně dvou z různých prvků, které se spojují prostřednictvím chemických vazeb. Uran je chemický prvek se symbolem U a atomovým číslem 92. Chlorid uranu (III), UCl3, je chemická sloučenina, která obsahuje zemský kov uran a chlor.",Uran je chemická sloučenina.,Uran není chemická sloučenina.,N
112940,"Syco Entertainment, často známá pouze jako Syco, je britská zábavní společnost založená britským zábavním magnátem Simonem Cowellem.",Společnost Syco založily dvě ženy.,Společnost Syco nezaložily dvě ženy.,N
141971,Yves Saint Laurent ([iv sɛ̃ lɔʁɑ̃]; 1. srpna 1936 - 1. června 2008) byl francouzský módní návrhář a je považován za jednoho z nejvýznamnějších módních návrhářů dvacátého století.,Yves Saint Laurent je stavební firma.,Yves Saint Laurent není stavební firma.,N
127244,V Praze. Rozsáhlé historické centrum Prahy je od roku 1992 zapsáno na seznamu světového kulturního dědictví UNESCO.,Historické centrum Prahy je na seznamu světového dědictví UNESCO.,Historické centrum Prahy není na seznamu světového dědictví UNESCO.,P
17090,"Rozpoznávání vzorů. Systémy rozpoznávání vzorů jsou v mnoha případech trénovány z označených ""tréninkových"" dat (učení pod dohledem), ale pokud nejsou k dispozici označená data, lze k objevení dosud neznámých vzorů použít jiné algoritmy (učení bez dohledu).","Systémy rozpoznávání vzorů se trénují z označených ""tréninkových"" dat.","Systémy rozpoznávání vzorů se netrénujou z označených ""tréninkových"" dat.",P
29143,Pákistán. Pákistán má poloprůmyslovou ekonomiku s dobře integrovaným zemědělským sektorem a rostoucím sektorem služeb.,Pákistánská ekonomika je plně industrializovaná.,Pákistánská ekonomika je plně industrializovaná.,N
141911,"Guthrie Theater. První budova byla navržena Ralphem Rapsonem, zahrnovala pódium s kapacitou 1 441 míst podle návrhu Tanyi Moiseiwitschové a byla provozována v letech 1963-2006.","První budova Guthrie Theater zahrnovala jeviště s 1 441 sedadly, které navrhla Tanya Moiseiwitsch.","První budova Guthrie Theater nezahrnovala jeviště s 1 441 sedadly, které navrhla Tanya Moiseiwitsch.",P
141683,"Play-off NFL 2010-11: V roce 2010 se v NFL odehrály dva zápasy. Po sezóně skončilo klání vítězstvím týmu Green Bay Packers nad týmem Pittsburgh Steelers v zápase Super Bowl XLV, který se konal 6. února na stadionu Cowboys v texaském Arlingtonu (31 - 25). Super Bowl XLV. Zápas se hrál 6. února 2011 na stadionu Cowboys Stadium v texaském Arlingtonu, poprvé se Super Bowl hrál v oblasti Dallas - Fort Worth.",Super Bowl XLV se hrál na stadionu Cowboys v Texasu.,Super Bowl XLV se nehrál na stadionu Cowboys v Texasu.,P
201576,"Suchá bouřka je bouřka, která produkuje hromy a blesky, ale většina nebo všechny srážky se vypaří, než dosáhnou země, a suchý blesk je termín, který se používá pro označení úderů blesku, k nimž v této situaci dochází. Bouřka, známá také jako elektrická bouře, blesková bouře nebo hromobití, je bouře charakterizovaná přítomností blesků a jejich akustickým účinkem na zemskou atmosféru, známým jako hrom.",Bouřka vyžaduje přítomnost blesku.,Bouřka nevyžaduje přítomnost blesku.,P
88346,"Temple Grandinová je životopisný film z roku 2010, který režíroval Mick Jackson a v němž Claire Danesová hraje Temple Grandinovou, ženu s autismem, která způsobila revoluci v postupech humánního zacházení s hospodářskými zvířaty na dobytčích farmách a jatkách.",Claire Danes hraje kresleného tučňáka.,Claire Danes nehraje kresleného tučňáka.,N
118139,"LinkedIn. Stránky se sídlem ve Spojených státech jsou od roku 2013 dostupné ve 24 jazycích, včetně arabštiny, čínštiny, angličtiny, francouzštiny, němčiny, italštiny, portugalštiny, španělštiny, nizozemštiny, švédštiny, dánštiny, rumunštiny, ruštiny, turečtiny, japonštiny, češtiny, polštiny, korejštiny, indonéštiny, malajštiny a tagalogštiny.",Služba LinkedIn je založena na platformě Earth.,Služba LinkedIn není založena na platformě Earth.,P
146837,"The Catcher in the Rye (Kdo chytá v žitě). Román se rovněž zabývá složitými otázkami nevinnosti, identity, sounáležitosti, ztráty a spojení.",Román Kdo chytá v žitě se zabývá otázkami.,Román Kdo nechytá v žitě se zabývá otázkami.,P
174978,"Muž se železnou maskou je americký film z roku 1939 velmi volně adaptovaný podle poslední části románu Vikomt de Bragelonne od Alexandre Dumase, père, který sám vychází z francouzské legendy o muži se železnou maskou. Muž se železnou maskou je americké akční drama z roku 1998, jehož režisérem, producentem a scenáristou je Randall Wallace a v němž se v dvojroli titulního hrdiny a padoucha představili Leonardo DiCaprio, Jeremy Irons jako Aramis, John Malkovich jako Athos, Gerard Depardieu jako Porthos a Gabriel Byrne jako D'Artagnan. Patriot je americký akční dramatický film z roku 1998, který volně vychází z románu Poslední Kanaďan od Williama C. Heineho.",Americké akční drama Muž se železnou maskou z roku 1998 šlo rovnou na video.,Americké akční drama Muž se železnou maskou z roku 1998 nešlo rovnou na video.,N
38750,"Henry Cavill. Cavill se dále proslavil a získal mezinárodní slávu rolí titulního superhrdiny Supermana v DC Extended Universe počínaje rebootovaným filmem Muž z oceli z roku 2013, který byl původně nejvýdělečnějším filmem o Supermanovi všech dob, dokud jej nepřekonal film Batman vs. Superman: Úsvit spravedlnosti z roku 2016, kde si roli Supermana zopakoval; díky tomu se stal jeho dosud nejvýdělečnějším filmem. Superman. Supermana ztvárnilo ve filmech a seriálech několik herců, například Kirk Alyn, George Reeves, Christopher Reeve, Dean Cain, Tom Welling, Brandon Routh, Henry Cavill a Tyler Hoechlin.",Henry Cavill Supermana hrál.,Henry Cavill Supermana nehrál.,P
1748,"Cthulhu ([- all (k) ʟ̝̊ʊlʔɬuː]) je vesmírná entita vytvořená spisovatelem H. P. Lovecraftem a poprvé představená v povídce ""The Call of Cthulhu"", publikované v americkém pulpovém časopise Weird Tales v roce 1928. Tato bytost je považována za Velkého Starého v rámci panteonu lovecraftovských kosmických entit a od té doby se objevuje v mnoha odkazech populární kultury. Cthulhu je americký horor z roku 2007, který režíroval Dan Gildark a na scénáři se podíleli Grant Cogswell a Daniel Gildark.",Cthulhu je kosmický.,Cthulhu není kosmický.,P
82580,"Šedé záležitosti je romantická komedie z roku 2006, kterou režírovala Sue Kramerová a v níž si zahráli Heather Grahamová, Tom Cavanagh a Bridget Moynahanová. Gray Matters je dokumentární film z roku 2014, který napsal a režíroval Marco Orsini. Gray Matters je imprint nahrávací společnosti strukturované pod Nettwerk Music Group.",Gray Matters je sendvič.,Gray Matters není sendvič.,N
61366,"Jefferson Finis Davis (3. června 1808 - 6. prosince 1889) byl americký politik, demokratický poslanec a senátor za stát Mississippi, 23. ministr války USA a prezident Konfederovaných států amerických během americké občanské války. Davis se narodil v Kentucky v rodině průměrně prosperujícího farmáře a vyrůstal na velkých bavlníkových plantážích svého staršího bratra Josepha v Mississippi a Louisianě.",Jefferson Davis vyrůstal.,Jefferson Davis nevyrůstal.,P
118842,"Ed Gein. Jeho zločiny spáchané v okolí jeho rodného města Plainfield ve Wisconsinu získaly širokou proslulost poté, co úřady zjistily, že Gein exhumoval mrtvoly z místních hřbitovů a z jejich kostí a kůže vyráběl trofeje a suvenýry. Je pohřben vedle své rodiny na hřbitově v Plainfieldu, v nyní neoznačeném hrobě.",Ed Gein exhumoval mrtvoly z místních parků.,Ed Gein neexhumoval mrtvoly z místních parků.,N
16780,"Louie (1. série). Seriál Louie vytvořil Louis C.K., který je jeho jediným scenáristou a režisérem.",Autorem scénáře a režisérem seriálu Louie (1. série) je Kostaričan.,Autorem scénáře a režisérem seriálu Louie (1. série) je Kostaričan.,P
213449,"The Originals je americký televizní seriál, který se začal vysílat na stanici The CW 3. října 2013. Dne 10. května 2017 stanice The CW prodloužila seriál pro pátou sérii.",The Originals (televizní seriál) se vysílal na stanici NBC.,The Originals (televizní seriál) se nevysílal na stanici NBC.,N
85175,"Ed Gein. Jeho zločiny spáchané v okolí jeho rodného města Plainfield ve Wisconsinu získaly širokou proslulost poté, co úřady zjistily, že Gein exhumoval mrtvoly z místních hřbitovů a z jejich kostí a kůže vyráběl trofeje a suvenýry. Ed Gein je americká grindcorová kapela, která sídlí v Syrakusách ve státě New York.",Rodným městem Eda Geina je Milwaukee ve Wisconsinu.,Rodným městem Eda Geina není Milwaukee ve Wisconsinu.,N
39400,Karen Lucille Hale (narozena 14. června 1989) je americká herečka a zpěvačka.,Lucy Haleová je etiopského původu.,Lucy Haleová není etiopského původu.,N
44381,"Richard Dawson (rodným jménem Colin Lionel Emm; 20. listopadu 1932 - 2. června 2012) byl britsko-americký herec a komik, moderátor a účastník herních pořadů ve Spojených státech. Richard Dawson, 1. hrabě z Dartrey KP (7. září 1817 - 12. května 1897), do roku 1827 stylizovaný jako Hon. Richard Dawson a v letech 1827-1866 jako Lord Cremorne, byl anglo-irský liberální a později liberálně-unionistický politik.",Richard Dawson zemřel 5. října 2012.,Richard Dawson nezemřel 5. října 2012.,N
